title,author,date,views,likes,link,categoria,grupo
3 kinds of bias that shape your worldview,J. Marshall Shepherd,March 2018,2700000,82000,https://ted.com/talks/j_marshall_shepherd_3_kinds_of_bias_that_shape_your_worldview,1,31
Hackers: the Internet's immune system,Keren Elazari,March 2014,2700000,82000,https://ted.com/talks/keren_elazari_hackers_the_internet_s_immune_system,1,32
The way we think about biological sex is wrong,Emily Quinn,November 2018,2700000,82000,https://ted.com/talks/emily_quinn_the_way_we_think_about_biological_sex_is_wrong,1,33
Wireless data from every light bulb,Harald Haas,July 2011,2700000,82000,https://ted.com/talks/harald_haas_wireless_data_from_every_light_bulb,1,34
A cleanse won't detox your body — but here's what will,Jen Gunter,July 2021,2700000,82000,https://ted.com/talks/jen_gunter_a_cleanse_won_t_detox_your_body_but_here_s_what_will,1,35
Teach statistics before calculus!,Arthur Benjamin,February 2009,2700000,82000,https://ted.com/talks/arthur_benjamin_teach_statistics_before_calculus,1,36
A thought experiment on the intelligence of crows,Joshua Klein,March 2008,2700000,82000,https://ted.com/talks/joshua_klein_a_thought_experiment_on_the_intelligence_of_crows,1,37
What you should know about vaping and e-cigarettes,Suchitra Krishnan-Sarin,November 2018,2700000,82000,https://ted.com/talks/suchitra_krishnan_sarin_what_you_should_know_about_vaping_and_e_cigarettes,1,38
What if there were 1 trillion more trees?,Jean-François Bastin,October 2020,2700000,82000,https://ted.com/talks/jean_francois_bastin_what_if_there_were_1_trillion_more_trees,1,39
Why do we hiccup?,John Cameron,July 2016,2700000,81000,https://ted.com/talks/john_cameron_why_do_we_hiccup,1,40
Three anti-social skills to improve your writing,Nadia Kalman,November 2012,2700000,81000,https://ted.com/talks/nadia_kalman_three_anti_social_skills_to_improve_your_writing,1,41
"The walk from ""no"" to ""yes""",William Ury,October 2010,2700000,81000,https://ted.com/talks/william_ury_the_walk_from_no_to_yes,1,42
Can you solve the time travel riddle?,Daniel Finkel,December 2018,2700000,81000,https://ted.com/talks/daniel_finkel_can_you_solve_the_time_travel_riddle,1,43
Image recognition that triggers augmented reality,Matt Mills,June 2012,2700000,81000,https://ted.com/talks/matt_mills_image_recognition_that_triggers_augmented_reality,1,44
Why can't we see evidence of alien life?,Chris Anderson,March 2012,2700000,81000,https://ted.com/talks/chris_anderson_why_can_t_we_see_evidence_of_alien_life,1,45
How computer memory works,Kanawat Senanan,May 2016,2700000,81000,https://ted.com/talks/kanawat_senanan_how_computer_memory_works,1,46
The polyphonic me,Beardyman,February 2013,2700000,81000,https://ted.com/talks/beardyman_the_polyphonic_me,1,47
How Dolly Parton led me to an epiphany,Jad Abumrad,June 2020,2700000,81000,https://ted.com/talks/jad_abumrad_how_dolly_parton_led_me_to_an_epiphany,1,48
Lessons from the longest study on human development,Helen Pearson,April 2017,2700000,81000,https://ted.com/talks/helen_pearson_lessons_from_the_longest_study_on_human_development,1,49
Have we reached the end of physics?,Harry Cliff,December 2015,2700000,81000,https://ted.com/talks/harry_cliff_have_we_reached_the_end_of_physics,1,50
The battle between your present and future self,Daniel Goldstein,November 2011,2700000,81000,https://ted.com/talks/daniel_goldstein_the_battle_between_your_present_and_future_self,1,51
This is what LGBT life is like around the world,Jenni Chang and Lisa Dazols,May 2015,2700000,81000,https://ted.com/talks/jenni_chang_and_lisa_dazols_this_is_what_lgbt_life_is_like_around_the_world,1,52
How can we support the emotional well-being of teachers?,Sydney Jensen,October 2019,2700000,81000,https://ted.com/talks/sydney_jensen_how_can_we_support_the_emotional_well_being_of_teachers,1,53
Where's Google going next?,Larry Page,March 2014,2700000,81000,https://ted.com/talks/larry_page_where_s_google_going_next,1,54
Can you solve the vampire hunter riddle?,Daniel Finkel,January 2019,2600000,80000,https://ted.com/talks/daniel_finkel_can_you_solve_the_vampire_hunter_riddle,1,55
"The most detailed map of galaxies, black holes and stars ever made",Juna Kollmeier,April 2019,2600000,80000,https://ted.com/talks/juna_kollmeier_the_most_detailed_map_of_galaxies_black_holes_and_stars_ever_made,1,56
How computers learn to recognize objects instantly,Joseph Redmon,April 2017,2600000,80000,https://ted.com/talks/joseph_redmon_how_computers_learn_to_recognize_objects_instantly,1,57
The real reason you procrastinate,WorkLife with Adam Grant,March 2020,2600000,80000,https://ted.com/talks/worklife_with_adam_grant_the_real_reason_you_procrastinate,1,58
How I started writing songs again,Sting,March 2014,2600000,80000,https://ted.com/talks/sting_how_i_started_writing_songs_again,1,59
The opportunity of adversity,Aimee Mullins,October 2009,2600000,80000,https://ted.com/talks/aimee_mullins_the_opportunity_of_adversity,1,60
How (and why) Russia hacked the US election,Laura Galante,April 2017,2600000,80000,https://ted.com/talks/laura_galante_how_and_why_russia_hacked_the_us_election,1,61
Ancient Rome's most notorious doctor,Ramon Glazov,July 2019,2600000,80000,https://ted.com/talks/ramon_glazov_ancient_rome_s_most_notorious_doctor,1,62
Chemical scum that dream of distant quasars,David Deutsch,July 2005,2600000,80000,https://ted.com/talks/david_deutsch_chemical_scum_that_dream_of_distant_quasars,1,63
The agony of opioid withdrawal — and what doctors should tell patients about it,Travis Rieder,October 2017,2600000,80000,https://ted.com/talks/travis_rieder_the_agony_of_opioid_withdrawal_and_what_doctors_should_tell_patients_about_it,1,64
How to manage for collective creativity,Linda Hill,September 2014,2600000,80000,https://ted.com/talks/linda_hill_how_to_manage_for_collective_creativity,1,65
Let's teach kids to code,Mitch Resnick,November 2012,2600000,80000,https://ted.com/talks/mitch_resnick_let_s_teach_kids_to_code,1,66
How to stop languishing and start finding flow,Adam Grant,August 2021,2600000,80000,https://ted.com/talks/adam_grant_how_to_stop_languishing_and_start_finding_flow,1,67
What's next in 3D printing,Avi Reichental,March 2014,2600000,80000,https://ted.com/talks/avi_reichental_what_s_next_in_3d_printing,1,68
"Beware, fellow plutocrats, the pitchforks are coming",Nick Hanauer,August 2014,2600000,80000,https://ted.com/talks/nick_hanauer_beware_fellow_plutocrats_the_pitchforks_are_coming,1,69
The Great Migration and the power of a single decision,Isabel Wilkerson,November 2017,2600000,80000,https://ted.com/talks/isabel_wilkerson_the_great_migration_and_the_power_of_a_single_decision,1,70
3 warp-speed architecture tales,Bjarke Ingels,July 2009,2600000,80000,https://ted.com/talks/bjarke_ingels_3_warp_speed_architecture_tales,1,71
What baby boomers can learn from millennials at work — and vice versa,Chip Conley,September 2018,2600000,80000,https://ted.com/talks/chip_conley_what_baby_boomers_can_learn_from_millennials_at_work_and_vice_versa,1,72
How my mind came back to life — and no one knew,Martin Pistorius,August 2015,2600000,80000,https://ted.com/talks/martin_pistorius_how_my_mind_came_back_to_life_and_no_one_knew,1,73
The perks of being a pirate,Tom Nash,May 2019,2600000,80000,https://ted.com/talks/tom_nash_the_perks_of_being_a_pirate_apr_2019,1,74
What doctors don't know about the drugs they prescribe,Ben Goldacre,June 2012,2600000,80000,https://ted.com/talks/ben_goldacre_what_doctors_don_t_know_about_the_drugs_they_prescribe,1,75
Licking bees and pulping trees: The reign of a wasp queen,Kenny Coogan,January 2020,2600000,80000,https://ted.com/talks/kenny_coogan_licking_bees_and_pulping_trees_the_reign_of_a_wasp_queen,1,76
A theory of everything,Emily Levine,February 2002,2600000,80000,https://ted.com/talks/emily_levine_a_theory_of_everything,1,77
How a driverless car sees the road,Chris Urmson,March 2015,2600000,80000,https://ted.com/talks/chris_urmson_how_a_driverless_car_sees_the_road,1,78
How to use rhetoric to get what you want,Camille Langston,September 2016,2600000,80000,https://ted.com/talks/camille_langston_how_to_use_rhetoric_to_get_what_you_want,1,79
The cost of work stress — and how to reduce it,Rob Cooke,February 2020,2600000,79000,https://ted.com/talks/rob_cooke_the_cost_of_work_stress_and_how_to_reduce_it,1,80
Myths and misconceptions about evolution,Alex Gendler,July 2013,2600000,79000,https://ted.com/talks/alex_gendler_myths_and_misconceptions_about_evolution,1,81
There's no shame in taking care of your mental health,Sangu Delle,February 2017,2600000,79000,https://ted.com/talks/sangu_delle_there_s_no_shame_in_taking_care_of_your_mental_health,1,82
The birds and the bees are just the beginning,Carin Bondar,June 2013,2600000,79000,https://ted.com/talks/carin_bondar_the_birds_and_the_bees_are_just_the_beginning,1,83
Is China the new idol for emerging economies?,Dambisa Moyo,June 2013,2600000,79000,https://ted.com/talks/dambisa_moyo_is_china_the_new_idol_for_emerging_economies,1,84
"The epic of Gilgamesh, the king who tried to conquer death",Soraya Field Fiorio,June 2021,2600000,79000,https://ted.com/talks/soraya_field_fiorio_the_epic_of_gilgamesh_the_king_who_tried_to_conquer_death,1,85
What our language habits reveal,Steven Pinker,July 2005,2600000,79000,https://ted.com/talks/steven_pinker_what_our_language_habits_reveal,1,86
The fight for civil rights and freedom,John Lewis and Bryan Stevenson,November 2019,2600000,79000,https://ted.com/talks/john_lewis_and_bryan_stevenson_the_fight_for_civil_rights_and_freedom,1,87
Why privacy matters,Glenn Greenwald,October 2014,2600000,79000,https://ted.com/talks/glenn_greenwald_why_privacy_matters,1,88
Can you solve the cuddly duddly fuddly wuddly riddle?,Daniel Finkel,April 2019,2600000,79000,https://ted.com/talks/daniel_finkel_can_you_solve_the_cuddly_duddly_fuddly_wuddly_riddle,1,89
The optimism bias,Tali Sharot,February 2012,2600000,79000,https://ted.com/talks/tali_sharot_the_optimism_bias,1,90
"Designing books is no laughing matter. OK, it is.",Chip Kidd,March 2012,2600000,79000,https://ted.com/talks/chip_kidd_designing_books_is_no_laughing_matter_ok_it_is,1,91
A brief history of dogs,David Ian Howe,March 2019,2600000,79000,https://ted.com/talks/david_ian_howe_a_brief_history_of_dogs,1,92
How to save the world (or at least yourself) from bad meetings,David Grady,October 2013,2600000,79000,https://ted.com/talks/david_grady_how_to_save_the_world_or_at_least_yourself_from_bad_meetings,1,93
What if we ended the injustice of bail?,Robin Steinberg,April 2018,2600000,79000,https://ted.com/talks/robin_steinberg_what_if_we_ended_the_injustice_of_bail,1,94
How is power divided in the United States government?,Belinda Stutzman,April 2013,2600000,79000,https://ted.com/talks/belinda_stutzman_how_is_power_divided_in_the_united_states_government,1,95
How shocking events can spark positive change,Naomi Klein,September 2017,2600000,79000,https://ted.com/talks/naomi_klein_how_shocking_events_can_spark_positive_change,1,96
The wonderful and terrifying implications of computers that can learn,Jeremy Howard,December 2014,2600000,79000,https://ted.com/talks/jeremy_howard_the_wonderful_and_terrifying_implications_of_computers_that_can_learn,1,97
"Why should you read ""Lord of the Flies"" by William Golding?",Jill Dash,December 2019,2600000,79000,https://ted.com/talks/jill_dash_why_should_you_read_lord_of_the_flies_by_william_golding,1,98
How to break bad management habits before they reach the next generation of leaders,Elizabeth Lyle,October 2018,2600000,79000,https://ted.com/talks/elizabeth_lyle_how_to_break_bad_management_habits_before_they_reach_the_next_generation_of_leaders,1,99
3 rules for better work-life balance,Ashley Whillans,September 2021,2600000,79000,https://ted.com/talks/ashley_whillans_3_rules_for_better_work_life_balance,1,100
"The Greek myth of Talos, the first robot",Adrienne Mayor,October 2019,2600000,78000,https://ted.com/talks/adrienne_mayor_the_greek_myth_of_talos_the_first_robot,1,1
How I help people understand vitiligo,Lee Thomas,June 2019,2600000,78000,https://ted.com/talks/lee_thomas_how_i_help_people_understand_vitiligo,1,2
"On tennis, love and motherhood",Serena Williams and Gayle King,April 2017,2600000,78000,https://ted.com/talks/serena_williams_and_gayle_king_on_tennis_love_and_motherhood,1,3
Visual illusions that show how we (mis)think,Al Seckel,February 2004,2600000,78000,https://ted.com/talks/al_seckel_visual_illusions_that_show_how_we_mis_think,1,4
The pursuit of ignorance,Stuart Firestein,February 2013,2600000,78000,https://ted.com/talks/stuart_firestein_the_pursuit_of_ignorance,1,5
The case for letting business solve social problems,Michael Porter,June 2013,2600000,78000,https://ted.com/talks/michael_porter_the_case_for_letting_business_solve_social_problems,1,6
A Darwinian theory of beauty,Denis Dutton,February 2010,2600000,78000,https://ted.com/talks/denis_dutton_a_darwinian_theory_of_beauty,1,7
How generational stereotypes hold us back at work,Leah Georges,April 2018,2600000,78000,https://ted.com/talks/leah_georges_how_generational_stereotypes_hold_us_back_at_work,1,8
Teach teachers how to create magic,Christopher Emdin,October 2013,2600000,78000,https://ted.com/talks/christopher_emdin_teach_teachers_how_to_create_magic,1,9
"Why should you read ""Fahrenheit 451""?",Iseult Gillespie,January 2019,2600000,78000,https://ted.com/talks/iseult_gillespie_why_should_you_read_fahrenheit_451,1,10
Why aren't we more compassionate?,Daniel Goleman,March 2007,2600000,78000,https://ted.com/talks/daniel_goleman_why_aren_t_we_more_compassionate,1,11
The lies we tell pregnant women,Sofia Jawed-Wessel,October 2016,2600000,78000,https://ted.com/talks/sofia_jawed_wessel_the_lies_we_tell_pregnant_women,1,12
Meet global corruption's hidden players,Charmian Gooch,June 2013,2600000,78000,https://ted.com/talks/charmian_gooch_meet_global_corruption_s_hidden_players,1,13
How do antidepressants work?,Neil R. Jeyasingam,March 2021,2600000,78000,https://ted.com/talks/neil_r_jeyasingam_how_do_antidepressants_work,1,14
The 4 stories we tell ourselves about death,Stephen Cave,July 2013,2600000,78000,https://ted.com/talks/stephen_cave_the_4_stories_we_tell_ourselves_about_death,1,15
Can you solve the troll's paradox riddle?,Daniel Finkel,December 2018,2600000,78000,https://ted.com/talks/daniel_finkel_can_you_solve_the_troll_s_paradox_riddle,1,16
Be an opportunity maker,Kare Anderson,September 2014,2600000,78000,https://ted.com/talks/kare_anderson_be_an_opportunity_maker,1,17
Violence against women — it's a men's issue,Jackson Katz,November 2012,2600000,78000,https://ted.com/talks/jackson_katz_violence_against_women_it_s_a_men_s_issue,1,18
An 11-year-old prodigy performs old-school jazz,Joey Alexander,March 2015,2600000,78000,https://ted.com/talks/joey_alexander_an_11_year_old_prodigy_performs_old_school_jazz,1,19
"The biology of gender, from DNA to the brain",Karissa Sanbonmatsu,November 2018,2600000,78000,https://ted.com/talks/karissa_sanbonmatsu_the_biology_of_gender_from_dna_to_the_brain,1,20
Don't suffer from your depression in silence,Nikki Webber Allen,June 2017,2600000,78000,https://ted.com/talks/nikki_webber_allen_don_t_suffer_from_your_depression_in_silence,1,21
What fear can teach us,Karen Thompson Walker,June 2012,2500000,77000,https://ted.com/talks/karen_thompson_walker_what_fear_can_teach_us,1,22
